0.0,0.2061847
0.0,0.010705432
0.0,0.010799605
1.0,0.32965994
1.0,0.2995674
0.0,0.24255669
0.0,0.2061847
0.0,0.013046172
0.0,0.00854173
0.0,0.010705432
0.0,0.33713284
0.0,0.3428336
0.0,0.16939585
0.0,0.014332834
0.0,0.113111615
1.0,0.7526766
0.0,0.14612477
0.0,0.012185308
0.0,0.14612477
0.0,0.42949203
1.0,0.15368533
0.0,0.14193869
1.0,0.55832696
0.0,0.009486403
0.0,0.28611204
0.0,0.01067938
0.0,0.16939585
0.0,0.14193869
1.0,0.85929006
0.0,0.009486403
0.0,0.010799605
1.0,0.65931237
1.0,0.24255669
0.0,0.14193869
0.0,0.009486403
0.0,0.00875952
0.0,0.09046495
0.0,0.078521505
1.0,0.40434438
0.0,0.17240593
1.0,0.26291886
0.0,0.11461593
0.0,0.20038855
1.0,0.79946643
1.0,0.30391213
0.0,0.24255669
0.0,0.18270148
0.0,0.16939585
0.0,0.26291886
0.0,0.009463289
1.0,0.556328
0.0,0.009486403
0.0,0.010705432
1.0,0.86759645
0.0,0.11701473
0.0,0.14193869
0.0,0.11461593
1.0,0.41841903
0.0,0.010799605
1.0,0.5428186
1.0,0.50625205
0.0,0.16939585
1.0,0.57331574
1.0,0.7116833
0.0,0.009486403
1.0,0.12580334
0.0,0.16939585
0.0,0.009486403
0.0,0.11038929
0.0,0.013046172
0.0,0.013046172
0.0,0.17571007
0.0,0.00875952
0.0,0.21259864
0.0,0.010773326
0.0,0.14612477
0.0,0.3926706
0.0,0.261514
0.0,0.13840583
0.0,0.078521505
0.0,0.14193869
0.0,0.009486403
0.0,0.010705432
0.0,0.11900825
0.0,0.09448765
0.0,0.11461593
0.0,0.14612477
0.0,0.009486403
0.0,0.09046495
0.0,0.04693991
0.0,0.009486403
0.0,0.013160661
0.0,0.12580334
0.0,0.16939585
0.0,0.16939585
1.0,0.2061847
0.0,0.16939585
0.0,0.013046172
0.0,0.09448765
0.0,0.14193869
0.0,0.13508004
0.0,0.009486403
0.0,0.011563717
0.0,0.14193869
0.0,0.14193869
0.0,0.16939585
0.0,0.14193869
0.0,0.2309507
0.0,0.105160154
0.0,0.14193869
0.0,0.14193869
0.0,0.2752413
0.0,0.11900825
0.0,0.009640547
0.0,0.009486403
0.0,0.2309507
1.0,0.55670255
0.0,0.37541825
0.0,0.14077955
0.0,0.32958698
0.0,0.013160661
0.0,0.09448765
0.0,0.13340597
0.0,0.010799605
0.0,0.009486403
0.0,0.010705432
0.0,0.010799605
0.0,0.12580334
0.0,0.16437642
0.0,0.0088367285
0.0,0.14612477
0.0,0.23768632
0.0,0.14193869
0.0,0.26282975
0.0,0.00875952
0.0,0.16939585
1.0,0.32958698
0.0,0.013046172
0.0,0.14193869
0.0,0.009486403
0.0,0.1749919
0.0,0.27694038
0.0,0.2995674
0.0,0.47502074
0.0,0.016071469
1.0,0.6691014
1.0,0.40993482
0.0,0.09448765
0.0,0.14077955
0.0,0.009486403
1.0,0.43710223
